,company_name,web,description,business_model,stage,city,email,phone_number_text,linkedin
0,ASKUI,https://www.askui.com,"askui contributes to the vision of a
functional digital world through an
innovative UI test automation solution.

For us here at askui, people are the center
of the work that we do. That's why we
bring the human touch into theautomation
process through askui James. We don't
just test UIs according to rigid methods,
we understand them like a human.",b2b,pre_seed,Karlsruhe,info@askui.com,4917647749320,https://www.linkedin.com/company/askyourui
0,Shapematchr,https://shapematchr.com ,"OUR SOLUTION: 

We have developed an app that allows users to create, manage and share their personal shopping profile based on their individual body measurements and shopping preferences. 

Users can share their profiles with friends and family - but also with fashion brands and later other body shape related product offers and services. 

The data belong to the user. 

Directly within the app, users have access to online brand stores - in which we currently show them via a slide over which size fits them in which way at the respective brand. 

That can be very different. For me - Stefanie - Co-Founder & CEO of Shapmeatchr - it varies from brand to brand between M and XXL. 

Users can also connect directly to brand stores with their app and their profile. By matching product data, body data, and preferences, the brands can make recommendations that fit exactly. 

This leads to fewer returns, more trust in online shopping and higher conversion rates. 

OUR VISION: 

Shapematchr - as a profile for life - that connects you to perfect fitting body measure related products and services worldwide. 

The Shapematchr profile could be used for 

perfect fit mobility sharing 

real life avatars in the Metaverse or Microsoft Teams, 

ergonomic furniture & gym equipment 

or all other body measure and preferences related better matches. 

",b2b2c,pre_seed,Berlin,stefanie@shapematchr.com ,491716957103,https://www.linkedin.com/company/shapematchr
0,Pool,https://www.p-o-o-l.xyz/,"We empower our users to wear more products from the brands they love, without the unnecessary waste and destructive environmental impact. We imagine fashion as a service, where our users rent and swap high-end menswear garments as much as they like, for a monthly subscription fee.

By sharing clothes instead of owning them, our user community extends the lifespan of garments, so that they’re worn by someone else instead of getting thrown away.",b2c,pre_seed,Berlin,hello@p-o-o-l.xyz,4917612045600,https://www.linkedin.com/company/beattheheat
0,Konvi,https://konvi.app,"Konvi is the EU-wide fractional investments marketplace for exotic assets, starting with watches & spirits. We list investment opportunities from leading asset managers such as WatchFund, which any retail investor can join within a few clicks on the Konvi App. Our infrastructure is designed to open up all private markets to small investors (PE, Private Debt, VC).",b2c,seed,Berlin,hi@konvi.app,49 177 3931663,https://www.linkedin.com/company/konviapp
0,Titan Academy,https://www.titanacademy.io/,"- We are building the insights engine for sports games - starting with automated coaching as the foundation for a unique data stack to fuel competitions, esports scouting, betting and more
- Successfully launched and monetised this for racing games with our MRR now at $4k and growing >30% MoM
- FIFA is our next huge opportunity: After testing our prototype with Esports teams and players, we are going to launch our consumer beta this autumn as the first ever FIFA analytics platform
- Strong leadership team with experience in pro gaming, startup building from pre-funding to Series B and cloud-based analytics at Amazon and in professional sports",b2c,seed,London,max@titanacademy.io,,https://www.linkedin.com/company/titanacademylondon
0,Positive Carbon,https://positivecarbon.org,"Globally, One third of all food produced is wasted, costing $1 trillion and contributing to 8% of all GHG. 
For businesses, they end up spending €200,000 every year on food that ends up in the bin. The waste comes from multiple sources like overproduction, unserved food and plate waste - but staff and management have no visibility on this to be able to make changes. 

Positive Carbon provides businesses with automated food waste monitoring technology - allowing them to see where they’re wasting food and how to stop it, saving them hundreds of thousands in food bills while helping the environment.",b2b,seed,Dublin,mark@positivecarbon.org,0851949142,https://www.linkedin.com/company/positive-carbon
0,Zoyya,https://en.zoyya.com,"Zoyya is on a mission to become the #1 solution for small business providers in Europe. We are the most B2B focused solution on the market providing a fair partnership and competitive advantage to small service providers will backoffice tools for appointment and business management, no-comission marketplace for booking appointments and affordable, all-you-need tools for digitalization and online presence.

Small service providers are struggling with digitalization. They are lacking technical knowledge to create an online presence expected by consumers, struggling with high marketplace commissions enforced by competitors and battling frequent no-shows (leading to 20% average revenue loss). 
70% of service providers in Europe are still using pen&paper, but with Covid 19, habits of B2B and BC have changed and moved online. Digital services are rapidly becoming the new norm. Competitors are struggling to scale due to product, technology, business model and internal challenges. We believe the next 3 years will be critical for defining market leaders in Europe.

Competitors are focusing on high commission and B2C marketplaces, while Zoyya is the most B2B focused solution on the market offering comission-free marketplace for all industries, all-you-need tools for service providers to improve their online presence, including a custom website builder integrated with all social media channels, Google Maps and bookings,  as well as social media sharing and synchronization tools, and custom booking widgets. Zoyya provides the best customer service on the market and the most comprehensive education on digital presence via the Zoyya Academy.

Zoyya has paying customers from Croatia, Serbia, Bosnia, Germany and Austria with 12.000 customers and 120.000 bookings from 10 different industries, and is in the process of expanding to Western Europe",b2b,seed,Zagreb,ivana@zoyya.com,385994521771,https://www.linkedin.com/company/zoyya
0,WPCS,https://wpcs.io/,"Turning WordPress into SaaS for those that regularly create or maintain similar websites, with the world's first WordPress multi-tenant cloud platform.",b2b,pre_seed,Amsterdam,roger@wpcs.io,31614515033,https://www.linkedin.com/company/wpcs-io
0,Notch,www.notch.so,"Notch gives sales and success teams superpowers, enabling them to deliver brilliant buying experiences
",b2b,pre_seed,Hamburg,hello@notch.so,4917695738637,https://www.linkedin.com/company/notchso/
0,GerneOhne,gerneohne.de,GerneOhne sells zero-waste groceries online and delivers nation-wide! ,b2b,pre_seed,Munich,info@gerneohne.de,,https://www.linkedin.com/company/gerneohne
0,beatvest,www.beatvest.com,"Connecting education with tools to provide a personalized do-it-yourself investment experience, supporting beginners from first steps to building long-term wealth.",b2c,pre_seed,Munich,hello@beatvest.com,,https://www.linkedin.com/company/beatvest
0,Dealcode,https://www.dealcode.ai/,"At Dealcode, we enable B2B and SaaS sales teams to act and sell data-driven. With Dealcode sales organisations leverage the value of AI predictive sales analytics to increase win-rates and revenue with our unique AI Guided Selling Software.

After connecting an existiting CRM with Dealcode, everyone you will know who will be the next client.

Like a GPS for Sales, our AI Guided Selling Software enables sales teams driving better, faster and more secure to their destination. In plain text: Winning more deals faster. ",b2b,seed,Hamburg,wehacksales@dealcode.ai, 49 40 822 116 30,https://www.linkedin.com/company/dealcode
0,Well Healthcare GmbH,,,b2c,pre_seed,Bonn,a.hinkel@well-healthcare.de,4915125051728,
0,EasyQuant,https://www.easyquant.de/,"EasyQuant, the first broker that safely guides you through the entire investment process so you can easily grow your money. You don't have to spend hours learning how to invest to finally get started!",b2c,pre_seed,Berlin,moritz.maus@easyquant.de,,https://www.linkedin.com/company/easyquant
0,Piggit,https://piggitapp.com/,"Piggit is a smart debt reduction app leveraging painless savings to automate extra payments towards debt.

It targets all European risk-averse debtholders feeling financially and psychologically burdened by their loans and it alleviates their burden by saving them money and time.

As of today, 4,900 potential users have signed up to our waitlist. 

And that's just the beginning, as the debt relief market remains untouched, massive and fast-growing.",b2c,pre_seed,Paris,sofia@piggitapp.com,33787909810,https://www.linkedin.com/company/piggit
0,Dana,https://www.dana-app.com,"Dana is an app to improve the mental health and well-being of women transitioning through motherhood addressing the existing infra-diagnostic and lack of treatment. Dana is using audio-based psycho-educational content, mental and emotional self-assessment tools, combined with teleconsultation services and a mother’s community.
Dana is also a data-centric AI solution based on behavioral sciences that offers advanced capabilities in prediction, detection and monitoring of patients suffering perinatal mental health disorders, while being able to measure the impact of the Dana intervention on patient improvement. Dana will complete the model with a mental health collaborative platform joining practitioners and data scientists to design custom and evolutive therapies.",b2b2c,pre_seed,Barcelona,sven@dana.health,34622390500,https://www.linkedin.com/company/athousandcolibris/
0,Moojo,,"Moojo is a Berlin-based Fintech company, founded in 2021 with a view to build the fintech backbone for digital freelancers and the creator economy.
We believe that the professional work tomorrow will be drastically different: People will follow a strong purpose and want to achieve something great with their time & energy they put into their work, fully flexible. The New Way of Work!",b2c,,Berlin,hey@getmoojo.com,,https://www.linkedin.com/company/getmoojo/
0,Envoy,www.envoy.is,"Our software offers:
1/ an innovative and more viral sharing experience
2/ the possibility to define and customize a reward program based on the blockchain
3/ Test and launch micropayment offers",b2b,pre_seed,London,hk@envoy.is,447850166392,https://www.linkedin.com/company/envoyis/
0,Hirize,www.hirize.co,"Hirize uses artificial intelligence (AI) technology to automate the early stages of the candidate screening process and free up valuable time for busy hiring teams.

Hirize automates the initial screening process, starting with the application and ending with a curated shortlist of the most promising candidates.

Each candidate's resume and cover letter gets automatically analyzed and used to rate candidates in an unbiased and requirements-based manner. Next, Hirize allows candidates to self-schedule, and the data is easily transferable to assist you in building an excellent candidate database.",b2b,pre_seed,Austin,esranurkaygin@gmail.com,905340327278,https://www.linkedin.com/company/hirize/
0,Humant Life,https://www.humant.life/,"Humant Life is a market network platform that makes old influencer video content discoverable in one place for advertisers and video agencies so they can license video snippets from popular social media stars and reach a younger audience. 

Learn more: www.humant.life

Creating the most personalised and authentic fan connections on earth. #CameoFameo.",b2b,pre_seed,London,niro@humant.life,,https://www.linkedin.com/company/humant-life
0,Recoro,https://recoro.io,"Recoro opens the black box of B2B sales. Our solution integrates into MS Teams, Zoom, etc. to optimise virtual face-to-face sales conversations in real-time. Decoding verbal, vocal and visual levels of human communication (including shared content) with our multimodal AI, we assist sales reps by providing guidance and insights to optimise sales interactions. We also record/transcribe prospect and customer conversations, identify relevant key-information, synthesize and transfer insights directly into the CRM system.",b2b,pre_seed,Munich,julian.speckmaier@recoro.io,,https://www.linkedin.com/company/recoro/
0,Stryza,www.stryza.com,"Stryza is a B2B SaaS platform that allows manufacturing companies to optimize their productivity by making better use of their most valuable resource, their human workers.
 
Manufacturing today face productivity losses of more than half a trillion euros per year. While there a multiple sources for loss of potential productivity in industrial manufacturing, the most common factor are errors and non-optimised execution in human work processes. These processes are crucial to run machinery efficiently and require a certain degree of skill and experience, yet there is little to no data transparency over these activities.

Our application allows to easily capture critical operational knowledge from experienced experts and then guide every worker through complex manual work fast and error-free all while at the same time generating quantifiable data for optimising human work processes.",b2b,pre_seed,Berlin,contact@stryza.com,,https://www.linkedin.com/company/stryza
0,NeuralSpace,https://www.neuralspace.ai/,"NeuralSpace is a Natural Language Processing (NLP) company specialising in languages spoken across Asia, the Middle East and Africa. Our SaaS platform is your one-stop solution for any NLP features, does not require any data science expertise, and you only need a handful of data to train your custom solution.",b2b,seed,London,felix@neuralspace.ai,447424627886,https://www.linkedin.com/company/neuralspace
0,Marq Lab ,,"Marq is an AI-based language learning app that replaces a teacher for migrants learning languages. 

These days 3,4% of the global population are migrants, and there will be more due to climate change and social-economic factors. They need to learn languages for legalisation and cultural integration. Our competitors do not focus on this market, while we need only 5% of the language learning market to become the Unicorn.

You can expect:
🦾 Highly engaging lessons in the form of a chat with friendly robot Marq. Practice with exercises and effective homework to better remember the material you have learned.

🏋️‍♂️ Practice words from the lessons and learn new ones easily with the help of the vocabulary trainer. Tasks become more and more difficult until you finally remember the new word.

🧞‍♂️ Receive smart push notifications with words from the lessons so you can remember them even better. The words appear based on previous lessons, homework and trainer sessions.

🧑‍🏫 Every 7 lessons discuss the material learned with the teacher in the format of effective 15 minute calls right in the app! The teacher gets information about the lessons you’ve learned and your knowledge gaps. You can discuss the things you ’ve learnt or didn't understand. Improve your speaking skills and revise the material learnt!

All our features are united to help you effectively learn any language. 🧬

Marq currently offers 5 languages for learning: English, Spanish, Polish, Turkish and German, for Russian, English, Turkish and Arabic speaking users and also English for Latin America users.

The team is outstanding. The competencies of each founder fully cover all parts of the project, their skills and knowledge contribute to the product. CEO Elena - Master of Linguistics, Polyglot (6 languages), International biz dev (brought 7 Danish companies to the Russian market);  
Full-stack know-it-all CTO Pavel with 12+ years of experience (iOS, Flutter, AI, B2C), he worked in an African fintech and has expertise in emerging markets; 
Oleg and Anna are ex-co-founders, they launched a profitable business at 20 and super complement each other from a product point of view. Anna is ex. product at Prisma Labs (Prisma- App of the year 2016, Lensa - top 20 App Store), ex-product at SkyEng (top 1 Online Language School in Europe);
Oleg Pirogov, UX/UI senior, 10+ years of experience in mobile, ex-design lead in top 1 European Bank. 

So, let’s go and study a new language with Marq? ",b2c,seed,Tallin,engel@marq.cc,,https://www.linkedin.com/company/marqapp/
0,Quiver,getquiver.co.uk,"We integrate directly with your existing checkout, allowing you to continue to own the experience.
You turn on the Quiver Delivery option(s) that you want to offer with a click.
...and it’s all emissionless. 0 CO2 emissions. That’s ZERO.",b2b2c,pre_seed,London,matt@quiver.co.uk,447944721348,https://www.linkedin.com/company/quiver-co
0,Justhome,www.justhome.co,,b2c,seed,Berlin,johannes.fenner@swiftbrick.de,,
0,Cino,www.letslama.com,"A payment method that enables people to pay as a group, while splitting the payment instantly amongst the members of the group",b2c,pre_seed,Amsterdam,elena@letslama.com,31636365954,https://www.linkedin.com/company/letslama
0,Codio Impact,https://www.codioimpact.com/,"Codio Impact automates the way you collect, manage and report your Environmental, Social, Governance (ESG) data, while remaining fully compliant with the newest regulation.

With a special emphasis on data verifiability, we want to enable companies to take targeted and impactful action towards a more sustainable future. ",b2b,pre_seed,Berlin,sonja@codioimpact.com,,https://www.linkedin.com/company/codio-impact/
0,Incube Space,,"Incube Space is on a mission to make commercial real estate sustainable, healthy and productive spaces for everyone. CubeOS is our pre-emptive building optimisation platform that ensures optimal indoor air quality whilst reducing energy waste. By pro-actively adapting HVAC systems based on real-time space utilisation improving indoor air quality and reducing energy waste are no longer mutually exclusive. ",b2b,,London,rishi@incube.space,,https://www.linkedin.com/company/incube-space/about/
0,Augmented Hearing,,"We improve speech intelligibility by using AI to suppress noise and personalize amplification by learning the characteristics of each voice.  As one in four adults struggle to understand speech in challenging acoustics, our vision is to turn earbuds into self-driving bots which automatically enhance voices dependent on the context while attenuating ambient background sounds",b2b,pre_seed,Kgs. Lyngby,mkai@augmentedhearing.io,4531238133,https://www.linkedin.com/company/69793909
0,yolla,,"yolla is your online supermarket for Turkish & Arabic groceries. Our products are curated and from carefully selected brands and local partners. Your order will be delivered the next day within 50 cities in Germany. Growing up within the community that we serve, we've built a service that we love and is fun to use!",b2c,pre_seed,Berlin,merhaba@goyolla.com,4915159134554,https://www.linkedin.com/company/goyolla
0,Bigfoot,,"Finding fun isn’t very enjoyable. As people around the world increasingly seek out experiences over things, we are flooded with information without a single source of inspiration to help them find the unique things that bring them joy. We generally resort to doing the same things we always do in our precious free time, instead of spending hours searching for answers. There are only so many google tabs one can keep track of before you give up and decide to just go to the restaurant down the street again. Google Maps, Tripadvisor, Yelp, Timeout and others don’t solve this problem. They do little to gather the right experiences, and generally offer nothing for personalization.  About us:

• We've assembled a world class team that is experienced, humble, and a blast to work with. Culture is extremely important to us and we’ve heard from our team that this is the most important work of their career and the most fun they’ve had.

• Our team collectively has decades of extensive, relevant experience in similar companies. We led and built teams, exited or IPO'd with some of the fastest growing tech companies, and have already built similar products at world class companies. We are fortunate to have this level of talent so early in our journey with Bigfoot.

•  In early 2022 we raised an oversubscribed $1.5M pre-seed round from a tremendous list of experienced, strategic angel investors, funds, and late stage VCs making personal investments. This included from APX as our lead investor, Accel's scout program, and iGlobe Partners out of Singapore.

• Completely redesigned and launched Bigfoot for scalability with a laser focus on becoming THE solution for local experience discovery. We are now live on all surfaces (iOS, desktop, and mobile web) in 160 cities around the world with 60,000 experiences for our users to discover and enjoy.

• We've integrated a range of next-gen technologies into Bigfoot, including ML / AI into a range of areas of our business, incl a direct API connection with GPT. This supercharges our ability to serve compelling, personalized experiences for our users.

• In the period since our October commercial launch, we’ve seen robust and accelerating traction against our primary objectives of top of funnel user growth, and expansion of our returning user base. These details are outlined in our teaser deck.",b2c,pre_seed,Barcelona,Yeti@meetbigfoot.com,,https://www.linkedin.com/company/bigfoot1
0,Veritic,,,b2b2c,pre_seed,Zug,info@veritic.com,,https://www.linkedin.com/company/veritic/
0,mysupply,,"With our B2B Enterprise SaaS startup mysupply, we have developed a SaaS solution especially for large companies. We aim to digitalize operational sourcing in procurement. As a result, we significantly reduce resources needed and still achieve higher savings. Some large companies such as AB-Inbev, Festo, Aurubis, Balluff etc. are currently piloting our solution. In order for us to be able to convert the pilot customers better, we still have to invest some development effort in our solution. In particular, our team is mainly located in Sofia, Bulgaria. CEO is a successful entrepreneur in the consulting area.. CSO at mysupply is the former Head of Sales of Scoutbee (Series B with 75M$). So far we nearly bootstrapped mysupply. In order for us to achieve rapid growth and to be able to win customers for annual licenses in a timely manner, we need investments of €700,000. Some Angels have already committed to invest. We are currently looking for more angels who would like to accompany us. We would particularly look forward to sparring from the Angels in the areas of: building up funding, sales automation and AI development.",b2b,pre_seed,Hamburg ,andreas.zimmermann@mysupply.de,49040228532300,https://www.linkedin.com/company/mysupplyde
0,SWAY,,"Sway replaces debit card payments entirely. We’re an in-person payment network built on top of instant bank transfers, facilitated by European Open Banking standards.

Via a 1-minute onboarding process, merchants can receive money in their bank account in less than 10 seconds as opposed to several days as it happens with cards.

Customers scan a QR code, authenticate their identity in their banking app, and confirm the transaction.",b2b2c,pre_seed,London,contact@sway.money,351926756908,https://www.linkedin.com/company/sway-money
0,Doshi,,"The first crypto wallet that’s truly accessible to everyone, even if you're under 18. Social, educational, and simple to use. Join us on confusion-free crypto today!",b2c,seed,London,hello@doshi.app,447305765518,https://www.linkedin.com/company/doshiapp
0,WeFindFlats,,"WeFindFlats is a B2B platform for data and tech-enabled housing and relocation support for employees relocating for their job. Instead of long-winded and anxiety-driven housing searches, we provide a fast and effortless experience by flipping the marketplace on its head. Our users come from some of the hottest tech startups such as N26, Zalando, Klarna, Delivery Hero and even Tesla.",b2b,pre_seed,London,maria@wefindflats.com,447947609175,https://www.linkedin.com/company/wefindflats
0,Duke Technology,,"Duke is a technology company building a real time car logistics system. Our Mission is to provide an insane customer experience for car rental. Duke offers on demand rental cars through a 24/7 delivery service. We believe that in the future customers will no longer be willing to pick up or return rental cars anywhere. 

Duke will be the Disruptor of this €12Bn market and will be known as the Genuine Brand for ""RentalCars with Free Home Delivery"". 

What we have achieved so far: 

1. We have built an awesome Team: All Founders with 10years+ in C-Level - Travel, Mobility, Rental
+ 1 Full Stack Developer + 1 Performance Marketing Expert + 1 SEO Expert + 2 Freelance Drivers 
2. Duke is operated 100% Asset Light - no branches, no parking garages, no financed fleet
3. We have built the perfect partnerships: R&V Insurance, Hyundai Germany, BMW, Orlen Gas Stations, Kayak.com
4. The Duke service is now live in Berlin (city and airport) after 2 years of testing and 600+ Deliveries.  
5. Major Hypotheses and KPIs are confirmed
--> NOW EAT THIS, Car sharing, eScooter sharing, Bicycle sharing: 
6. Duke's operations are profitable (after cost of cars, insurance, delivery)

--> We are planning to launch 3 cities in Germany within the next 12 months
",b2b2c,pre_seed,Berlin,hello@call-a-duke.com,,https://www.linkedin.com/company/call-a-duke/
0,Airtime,,Airtime is an on-demand research platform for product development. Our vision is to empower everyone in the product team to easily gather user feedback on-demand during product sprints. This is a pain today because user research is a complex process in +5 software and a typical project runs 4-6 weeks - way too slow for a product sprint. ,b2b,pre_seed,Berlin,kdakos@airtimeux.com,4915750177706,https://www.linkedin.com/company/airtimeux
0,Pogo,,"We take the burden of grocery shopping off your hands by getting to know you and your household and proactively manage your grocery shopping. 

We identify the micro-decisions each household has to make every time they shop and automate the ass out of it.

No more tedious trips to the store, no more buying the same loo roll week after week. It’s like having your own personal grocery assistant, without having to pay them!
",b2c,pre_seed,,stuart@pogo.uk,,
0,accessia,,"accessia ends the SaaS chaos for businesses by increasing workforce productivity through a self-service app center, and ensuring compliance readiness by automating user access reviews.",b2b,pre_seed,Berlin,hello@accessia.io,4916093086754,https://www.linkedin.com/company/accessia-io
0,Cappi,,"We provide businesses with an infrastructure to pay workers in real-time after gigs, hourly, or after shifts.
Of course, it's free.
We believe the next generation of workers need the tools to unlock their financial freedom.",b2b2c,pre_seed,Stockholm,mounir@cappi.app,,https://www.linkedin.com/company/cappifintech
0,peers.,,"At peers. strong human support is key. peers. is the first digital platform for all mental health needs that focuses on learning and growing together with peers, whereby the peers are intelligently matched in a group and supported psychologically. Because only the ones who know what you are going through really understand. In doing so, peers. provides professional psychological support for everyone (with or without diagnosis).",b2c,pre_seed,"Aachen, Berlin",info@hellopeers.de,17660920123,https://www.linkedin.com/company/hellopeers
0,Let's Level Up,,"Our platform enables experts and creators to build, launch and scale transformational cohort based courses and communities. We do this by providing them with the technology infrastructure and personalised pedagogy (i.e. teaching) recommendations. ",b2b,pre_seed,London,varun@letslevelup.io,,https://www.linkedin.com/company/lets-level-up
0,Genie,,Genie is on a mission to help organizations unlock the power of their data. Its low/no-code tools let data scientists and researchers quickly turn machine learning models and simulations into interactive web applications that enable data exploration and smarter decision-making.,b2b,pre_seed,Barcelona,cinzia@geniecloud.io,,https://www.linkedin.com/company/geniecorp
0,Emocional,,Our company Emocional has developed a B2B SaaS AI based solution for helping hybrid & remote businesses that employ +100 employees to reduce work leaves caused by stress and enhance talent retention ratios. Integrating AI technologies such as deep learning & computer vision in video-calls to detect stress and burnout patterns through analysis of non-verbal communication.,b2b,pre_seed,Girona,hello@emocional.co,,https://www.linkedin.com/company/emocionaltech
0,HashUp,,"HashUp is a game distribution platform based on digital cartridges that you own just like their physical counterparts.

This creates new opportunities for both game developers and gamers themselves - with HashUp they don't need a middleman, which significantly reduces any commissions.

Our platform will enable the purchase of both blockchain-based (web3) and classic (web2.0) games.",b2b2c,seed,Warsaw,hello@hashup.it,48604582484,https://www.linkedin.com/company/hashupit
0,Tekudo,,,b2b,pre_seed,Copenhagen,pascal.franke@tekudo.io,,https://www.linkedin.com/company/tekudo
0,Overtone,,"Overtone has built an NLP-based algorithm that assesses articles based on signals in the text itself. This differentiation allows our clients to sift through thousands of articles at scale and speed. Clients include publishers who want to highlight high-scoring articles, as we’ve shown these significantly increase the likelihood of a revenue. The data is also useful to PR, media monitoring and analytics companies who want to sort through large amounts of content. The next stage of our evolution will target brands, as our engine can help them both understand and produce content for the decentralizing web",b2b,seed,London,contact@overtone.ai,447831317771,https://www.linkedin.com/company/74982751/
0,Dieter,,"""Dieter macht den Datenschutz"" is a cloud-based SaaS solution for small businesses to fulfill all data protection requirements easily, quickly and without prior knowledge.

For this purpose, ""Dieter"" transforms the complex requirements of the GDPR into easy-to-understand yes/no questions, evaluates them automatically and provides all necessary documents/processes/training. These results are available in an intuitive data protection management system and can be directly managed and shared through it. Our customers solve their most urgent issues immediately, while being assured of being compliant with the GDPR in the long run. This protects against fines, increases IT security and allows companies to focus on their actual business.

This is/can/makes ""Dieter"":

⁃ The simple, fast and intuitive data protection solution.
⁃ Can be used in self-service without additional experts
⁃ An automated evaluation of all customer entries constantly reduces the effort for each user
⁃ Automation of other legal areas/compliance requirements easily possible
⁃ Europe/worldwide scaling possible through mere translation",b2b,pre_seed,Würzburg,info@dieter-datenschutz.de,,https://www.linkedin.com/company/simply-legal-gmbh
0,GreenBytes,,"One third of all food produced globally ends up in the garbage. This enormous amount of waste is one of the world’s largest contributors to greenhouse gas emissions, not to mention an enormous waste of money. 
Food waste in retailers comes from overordering food. 

Which is where GreenBytes comes in. GreenBytes is a cloud-based solution for food retailers to save money and reduce waste. 
We tell retailers how much food they should be ordering. To do this we developed a progressive web application that breaks down menus, tracks inventory, and predicts future food consumption using machine learning algorithms. We use artificial intelligence that inputs past sales, weather data, and holidays to predict future sales.
Once we predict future sales, we suggest how much of each raw ingredient the restaurant should order in the upcoming days. If the restaurant agrees with our suggestion, they can approve the order and the GreenBytes app will automatically send out the order to all their distributors at one time.",b2b,seed,Reykjavik,greenbytes@greenbytes.is,,https://www.linkedin.com/company/rvk-greenbytes
0,Vendimo,,,b2c,seed,Berlin,info@vendimo.de,4915254528353,https://www.linkedin.com/company/vendimoimmobilien
0,Ambr,,Ambr is a B2B SaaS solution that prevents workplace burnout by directly targeting its root causes.,b2b,pre_seed,London,zoe@ambr.company,,https://www.linkedin.com/company/ambrtech
0,Smart Places,,"Smart Places is a Web3 Social Ecosystem empowering users to effortlessly connect with like-minded people in their immediate surroundings and seize unique real-life opportunities that may otherwise have passed them by. Built on cutting-edge Cardano Blockchain technology, Smart Places utilizes a tokenized incentivization program called Connect-to-Earn to reward users for their social interactions and gives them the option to benefit from the monetization of their own data in a secure and decentralized zero-knowledge environment. ",b2c,seed,Berlin,matt@smartplacesprotocol.io,,https://www.linkedin.com/company/smartplacesprotocol/about/
0,Glide,,,b2c,pre_seed,London,hello@glidehq.io,972529325633,https://www.linkedin.com/company/glidehq
0,Cora Capital,,Cora Capital provides trade finance backed by live data. We leverage live continuous data connections to present borrowers with customisable funding to match their unique requirements.,b2b,pre_seed,London,info@cora.capital,442080501065,https://www.linkedin.com/company/cora-capital
0,acehub,,,b2b,pre_seed,Berlin,info@acehub.io,493054908764,https://www.linkedin.com/company/acehub
0,House Of Change,,We fill the talent gap in sustainability by giving any leader ESG superpowers through our virtual sustainability team.,b2b,pre_seed,Hamburg,christoph@houseofchange.net,491754583828,https://www.linkedin.com/company/stealth
0,Aide Health,,"Our mission is to make prescribed care as effective as possible. Aide connects a browser-based tool for the clinician (enabling the creation and remote monitoring of Health Plans for chronic disease) with a mobile app for the patient, which serves as a 24/7 companion through prescribed care. Using natural language, Aide has short, daily conversations with patients to provide medicines optimisation, structured monitoring and structured education.",b2b,pre_seed,London,contact@aide-health.co,447794189486,https://www.linkedin.com/company/aidehealthco
0,Pickler,,"Pickler was founded in 2021. We (Koen de Beer and Daan van Hal) were looking into taking over a supplier of self proclaimed biodegradable bags. However, there was no evidence for these claims. 

Instead of buying this company, we decided to dive into this problem of proving sustainability. We conducted around 30 interviews with packaging suppliers and buyers and learned that proving sustainability is difficult and leads to guesswork and false claims.

To impact the switch to sustainable packaging, we needed to provide evidence based insights at scale for buyers and suppliers. With evidence, both sides would have a story about sustainability that is based on proof, instead of gut feeling. 

We teamed up with Sustainability Impact Metrics (a spin-off of the Technical University Delft). Together, we developed an instant, scalable and transparent life cycle assessment for packaging. With standardized emissions data, we could now run calculations about packaging footprint at scale.

When testing prototypes of our model with buyers and suppliers, we already impacted decisions in favor of sustainability. With providing evidence based sustainability insights for buyers and sellers we want to contribute to a more sustainable world and reach a saving of 100 million kg CO2 by 2025.
",b2b,pre_seed,Amsterdam,daan@pickler.io,31650217972,https://www.linkedin.com/company/pickler
0,Socii Money,,"Socii Money is a multiplayer finance app for couples. The Joint Account, reinvented.",b2c,pre_seed,London,jamahl@sociimoney.com,7973232187,https://www.linkedin.com/company/socii-money/
0,Artificient Mobility Intelligence GmbH,,"We prevent road accidents ❌
We reduce carbon emissions 🌍 
💡Bringing cutting-edge computer vision ML technology from uni research to Europe's 1st AI-powered video telematics app with proprietary safety 🚗 and sustainability 🌱 solutions 
",b2b,pre_seed,Aachen,contact@artificient.de,,https://www.linkedin.com/company/artificient-mobility-intelligence
0,Eleos,,"On a mission is to provide financial cushion with accessible insurance policies to relieve the hardships caused  by injury, illness or death.
",b2b2c,,London,kiruba@witheleos.com,447482269495,https://www.linkedin.com/company/witheleos
0,PHINXT Robotics,,"PHINXT Robotics, a London-based company, aims to bring Autonomous Mobile Robots(AMRs) automation to warehouses of any size. 

We provide a Robots As A Service platform which is able to integrate any types of AMRs. We can start from small and scale up as you need.  We covers most of the warehouse automation including fulfilment, material handling and package sorting. ",b2b,pre_seed,LONDON,yanwen@phinxt.com,447514933977,https://www.linkedin.com/company/phinxt-robotics/
0,Spike Technologies,,,,,New York,,,
0,eaze,,"Eaze is a personalized psychological solution to overcome sleep problems. Users receive personalized coaching from their sleep psychologists consisting of exercises, motivation, reminders etc. - tailored to their needs and wishes. Our tech enables coaches to serve hundreds of users simultaneously through a set of automation and modularized content.",b2c,pre_seed,Berlin,info@eaze.de,491775199666,https://www.linkedin.com/company/eazeapp
0,Synergi,,"We build software that helps households to reduce their electricity bill and balance the grid. Our software lets people connect and control their home's energy resources and start to use energy in an optimal way; for wallet, the planet and the grid. ",b2b2c,pre_seed,Helsinki,hello@synergi.so,358451347651,https://www.linkedin.com/company/joinsynergi
0,Pluto,,Pluto is an all in one system for staircasing. We give landlords the tools to oversee and manage all staircasing transactions and residents a simple app to buy more equity in their property.,b2b2c,pre_seed,London,floris@withpluto.com,447889035646,https://www.linkedin.com/company/withpluto
